Name,Specialities,Locations,Areas of Focus
N/A,,,
"Tisha N. Lunsford, M.D.",Gastroenterologist,"Phoenix, AZ","Anorectal function testing, Endoscopic procedure, Functional bowel disorder, Anorectal abnormality"
N/A,,,
N/A,,,
"John A. Lust, M.D., Ph.D.","Internist, Hematologist","Rochester, MN",Amyloidosis
N/A,,,
N/A,,,
N/A,,,
"Melanie L. Lyden, M.D.",Endocrine Surgeon,"Rochester, MN","Thyroidectomy, Pancreatic enucleation, Robotic surgery, Parathyroidectomy, Lateral neck dissection, Robotic adrenalecto...my, Pancreatectomy, Adrenalectomy, Minimally invasive surgery, MEN 2B, Multinodular goiter, Hyperparathyroidism, MEN 1, Goiter, Zollinger Ellison Syndrome, Hyperthyroidism, Pediatric parathyroid disorder, Secondary hyperparathyroidism, Cushing syndrome, Primary hyperparathyroidism, Pediatric adrenal disorder, Graves' disease, Primary aldosteronism, Thyroid cancer, Aldosteronoma, Pediatric endocrine disorder, Insulinoma, Benign adrenal tumor, Tertiary hyperparathyroidism, Parathyroid cancer, Pheochromocytoma, Pediatric thyroid disorder, Thyroid nodule, Parathyroid disease, Adrenal cancer"
N/A,,,
N/A,,,
"Melissa A. Lyle, M.D.",Transplant Cardiologist,"Jacksonville, FL","Mechanical circulatory support device implantation, Post-transplant long-term care, Heart transplant, Transthoracic ech...ocardiogram, Transesophageal echocardiogram, Pre-transplant evaluation, Cardiomyopathy, Amyloidosis, Heart transplant complication, Hypertrophic cardiomyopathy, Heart failure, Cardiac amyloidosis, Congenital heart defects in adults, Myocarditis, Cardiac sarcoidosis, Sarcoidosis, Cardiogenic shock"
N/A,,,
N/A,,,
"Brian A. Lynch, M.D.",Pediatrician,"Rochester, MN","Preventive care, Obesity"
N/A,,,
N/A,,,
"John J. Lynch, M.D.","Echocardiographer, Cardiologist, Internist","Phoenix, AZ","Transesophageal echocardiogram, 2-D/M-mode echocardiography and cardiac doppler, Heart failure, Heart valve disease, Co...ngenital heart defects in adults, Congenital heart disease, Coronary artery disease, Cardiomyopathy"
N/A,,,
N/A,,,
N/A,,,
N/A,,,
"Mary E. Lynch, M.D.",Physiatrist,"Rochester, MN","Ultrasound-guided musculoskeletal injection, Intramuscular injection, Outpatient clinical consultation, Botox injection..., Spasticity management for spinal cord injury, Cancer rehabilitation, Inpatient rehabilitation , Pediatric rehabilitation, Neurological rehabilitation, Pediatric brain tumor, Angelman syndrome, Guillain Barre syndrome, Spinal muscular atrophy, Neuromuscular disorder, Concussion, Hemiparesis, Traumatic brain injury, Autoimmune neurological disorder, Demyelinating neuropathy, Sacral agenesis, Cerebral palsy, Spinal cord injury, Gait unsteadiness, Torticollis, Back pain, Spina bifida, Spasticity, Plagiocephaly, Functional neurologic disorder, Cancer, Movement disorder, Muscular dystrophy, Acquired brain disorder, Duchenne muscular dystrophy, Dystonia, Neurodevelopmental disorder"
N/A,,,
N/A,,,
"Scott A. Lynch, M.D., M.P.H.",Bariatrician,"Jacksonville, FL","Gastric band adjustment, Vitamin deficiency, Weight regain after bariatric surgery, Obesity"
N/A,,,
N/A,,,
"Philip J. Lyng, M.D.","Internist, Pulmonologist, Sleep Medicine Specialist","Phoenix, AZ","Bronchoscopy, Pulmonary hypertension"
N/A,,,
N/A,,,
N/A,,,
N/A,,,
"Timothy D. Lyon, M.D.",Urologist,"Jacksonville, FL","Robotic prostatectomy, Urinary diversion, Neobladder reconstruction, Retroperitoneal lymph node dissection for testicul...ar cancer, Robotic surgery, Bladder removal, Partial nephrectomy, Nephrectomy, Prostate cancer, Ureteral cancer, Kidney cancer, Penile cancer, Testicular cancer, Bladder cancer"
N/A,,,
N/A,,,
"Mark K. Lyons, M.D.",Neurosurgeon,"Phoenix, AZ","Minimally invasive spinal fusion, Spine decompression, Spine tumor surgery, Brain tumor surgery, Minimally invasive tho...racic spinal fusion, Spine procedure, Cervical spine fusion, Laminectomy, Spine reconstruction, Revision spinal surgery, Deep brain stimulation, Minimally invasive cervical spinal fusion, Cervical spine surgery, Spinal fusion, Minimally invasive lumbar spinal fusion, Back surgery, Stereotactic radiosurgery, Meningioma, Pituitary tumor, Glioblastoma, Glioma, Astrocytoma, Choroid plexus papilloma, Neurofibroma, Movement disorder, Chordoma, Brain tumor, Oligodendroglioma, Acoustic neuroma, Brain metastasis, Ependymoma, Neurofibromatosis"
N/A,,,
N/A,,,
"Daniel J. Ma, M.D.",Radiation Oncologist,"Rochester, MN","Stereotactic body radiotherapy, Radiation therapy, Intensity-modulated radiation therapy, Proton therapy, Head and neck... cancer, Thyroid cancer, Oropharyngeal cancer, Oral and throat cancer, Laryngeal cancer, Skull base tumor, Nasopharyngeal carcinoma, Salivary gland tumor"
N/A,,,
N/A,,,
"Jiasen Ma, Ph.D.",Radiation Oncology Medical Physicist,"Rochester, MN","Stereotactic body radiotherapy, IGRT, Proton therapy, Brachytherapy, Intensity-modulated radiation therapy"
N/A,,,
N/A,,,
"Joseph F. Maalouf, M.D.",Cardiologist,"Rochester, MN","Transesophageal echocardiogram, Echocardiogram, Coronary artery disease, Heart valve disease, Pericarditis, Chest pain,... Cardiomyopathy"
N/A,,,
N/A,,,
"Tad M. Mabry, M.D.",Orthopedic Surgeon,"Rochester, MN","Hip replacement, Periprosthetic joint infection surgery, Knee replacement revision, Knee replacement, Hip replacement r...evision, Periprosthetic fracture surgery, Hip fracture surgery, Robot-assisted knee replacement, Joint replacement revision, Post-traumatic arthritis, Musculoskeletal infection, Hip dysplasia, Osteoarthritis, Hip arthritis, Inflammatory arthritis, Septic arthritis, Hip fracture, Knee arthritis, Periprosthetic fracture"
N/A,,,
N/A,,,
"Mary M. Machulda, Ph.D., L.P.",Psychologist,"Rochester, MN",Dementia
N/A,,,
N/A,,,
"Kenneth J. Mack, M.D., Ph.D.",Neurologist,"Rochester, MN","Headache in children, Tics, Movement disorder"
N/A,,,
N/A,,,
"Regina M. Mackey, M.D.",Family Physician,"Rochester, MN",
N/A,,,
N/A,,,
"Kathy L. MacLaughlin, M.D.",Family Physician,"Rochester, MN","Preventive care, Pap smear, Cervical cancer"
N/A,,,
N/A,,,
"Catherine Madaffari, M.D.",Internist,"Jacksonville, FL","Preventive care, Diabetes"
N/A,,,
N/A,,,
"Malini Madhavan, M.B.B.S.","Internist, Cardiologist, Cardiac Electrophysiologist","Rochester, MN",Heart arrhythmia
N/A,,,
N/A,,,
N/A,,,
N/A,,,
"Theresa Madigan, M.D.",Pediatric Infectious Disease Specialist,"Rochester, MN","Osteomyelitis, Pneumonia, Infection in cancer patient, MRSA infection, Staph infections, Infection in the immunocomprom...ised, Urinary tract infection, Cellulitis, Septic arthritis, Meningitis, Infectious disease"
N/A,,,
N/A,,,
"Annetta M. Madsen, M.D.","Gynecologist, Urogynecologist, Surgeon","Rochester, MN","Urinary incontinence surgery, Urinary sling procedure, Vaginal hysterectomy, Pelvic surgery, Sacral nerve stimulation, ...Urethral bulking, Urethral diverticulum surgery, Rectovaginal fistula repair, Cystoscopy, Laparoscopic surgery, Hysterectomy, Vaginal repair, Pelvic floor reconstruction, Uterine prolapse surgery , Robotic surgery, Botox injection, Vesicovaginal fistula repair , Vaginal fistula, Vulvar disorder, Pelvic organ prolapse, Incontinence, Overactive bladder, Urethral diverticulum"
N/A,,,
N/A,,,
N/A,,,
N/A,,,
"Bo E. Madsen, M.D., M.P.H.",Emergency Medicine Physician,"Rochester, MN",Pulmonary embolism
N/A,,,
N/A,,,
"James A. Madura, II, M.D.",General Surgeon,"Phoenix, AZ","Laparoscopic surgery, Gastric bypass surgery, Hernia repair, Bariatric surgery, Minimally invasive surgery, Gastroesoph...ageal reflux disease, Hernia"
N/A,,,
N/A,,,
"Bonnie J. Maffi, M.D.",Gynecologist,"Phoenix, AZ","Pap smear, Colposcopy, Uterine fibroid, Menstrual cycle conditions, Vaginal bleeding"
N/A,,,
N/A,,,
"Paul M. Magtibay, M.D.","Gynecologic Oncologist, Gynecologist","Phoenix, AZ","Gynecological surgery, Laparoscopic surgery, Pelvic exenteration, Hysterectomy, Robotic surgery, Gynecologic cancer, Ce...rvical cancer, Endometrial cancer, Ovarian cancer, Endometriosis, Vaginal fistula, Ovarian cyst, Vulvar cancer"
N/A,,,
N/A,,,
N/A,,,
"Anita Mahajan, M.D.",Radiation Oncologist,"Rochester, MN","Stereotactic radiosurgery, Proton therapy, Intensity-modulated radiation therapy, Retinoblastoma, Bone cancer, Rhabdomy...osarcoma, Pediatric brain tumor, Brain tumor"
N/A,,,
N/A,,,
"Maryam Mahmood, M.B., Ch.B.",Infectious Disease Specialist,"Rochester, MN","HIV/AIDS, General infectious diseases"
N/A,,,
N/A,,,
"Michael A. Mahr, M.D.",Ophthalmologist,"Rochester, MN","Cataract surgery, Eye care, Cataract"
N/A,,,
N/A,,,
"Martin L. Mai, M.D.",Transplant Nephrologist,"Jacksonville, FL","Kidney transplant, Immunosuppressive drug therapy, Post-transplant long-term care, Pancreas transplant, Pre-transplant ...evaluation, Chronic kidney disease, Diabetic nephropathy, End-stage renal disease, Kidney failure, Polycystic kidney disease, Acute kidney failure"
N/A,,,
N/A,,,
"Santo Maimone, IV, M.D.",Radiologist,"Jacksonville, FL",
N/A,,,
N/A,,,
"David S. Majdalany, M.D.",Cardiologist,"Phoenix, AZ","Stress echocardiogram, Echocardiogram, Transesophageal echocardiogram, Partial anomalous pulmonary venous return, Pulmo...nary atresia, Atrial septal defect, Pulmonary valve stenosis, Total anomalous pulmonary venous return, Transposition of the great arteries, Tricuspid atresia, Pulmonary atresia with ventricular septum defect, Ebstein anomaly, Tricuspid valve disease, Truncus arteriosus, Heart disease in pregnancy, Hypoplastic left heart syndrome, Bicuspid aortic valve, Marfan syndrome, Eisenmenger syndrome, Congenital heart defects in adults, Patent ductus arteriosus, Ventricular septal defect, Coarctation of the aorta, Congenital mitral valve anomaly, Patent foramen ovale, Aortic aneurysm, Vascular ring, Pulmonary atresia with intact ventricular septum, Double-outlet right ventricle, Tetralogy of Fallot, Atrioventricular canal defect"
N/A,,,
N/A,,,
"Umair Majeed, M.B.B.S., M.D.","Oncologist, Hematologist","Jacksonville, FL","Colon cancer, Stomach cancer, Cholangiocarcinoma, Esophageal cancer, Gallbladder cancer, Hepatocellular carcinoma, Panc...reatic cancer, Rectal cancer, Anal cancer, Liver cancer"
N/A,,,
N/A,,,
N/A,,,
"Vikas Majithia, M.B.B.S., M.P.H.",Rheumatologist,"Jacksonville, FL","Joint injection, Bone density test, Arthrocentesis, Psoriatic arthritis, Lupus nephritis, Rheumatoid arthritis, Ankylos...ing spondylitis, Lupus"
N/A,,,
N/A,,,
"Andrew J. Majka, M.D.",,"Phoenix, AZ",
N/A,,,
"Shounak Majumder, M.D.",Gastroenterologist,"Rochester, MN","Pancreatic insufficiency, Pancreatitis, Pancreatic cancer, Pancreatic cyst, Pancreatic neuroendocrine tumor, Autoimmune... pancreatitis, Pancreatic disorder"
N/A,,,
N/A,,,
"Ian A. Makey, M.D.","Cardiothoracic Surgeon, General Surgeon","Jacksonville, FL","Robotic lobectomy, Tracheobronchoplasty, Thymectomy, VATS, Lung transplant, Lung volume reduction surgery, Lung cancer"
N/A,,,
N/A,,,
N/A,,,
"Ashima Makol, M.B.B.S.",Rheumatologist,"Rochester, MN","Nailfold videocapillaroscopy, Ultrasound, Raynaud's disease, Scleroderma"
N/A,,,
N/A,,,
"Pedro Malavet, M.D.",Internist,"Jacksonville, FL",
N/A,,,
N/A,,,
"Joseph J. Maleszewski, M.D.",Pathologist,"Rochester, MN",
N/A,,,
N/A,,,
"Harmeet Malhi, M.B.B.S.",Transplant Hepatologist,"Rochester, MN","Liver transplant, Liver problems"
N/A,,,
N/A,,,
"Jorge M. Mallea, M.D.","Critical Care Specialist, Pulmonologist","Jacksonville, FL","Emphysema, COPD"
N/A,,,
N/A,,,
N/A,,,
"Jillian A. Maloney, M.D.",Anesthesiologist,"Phoenix, AZ","Pain rehabilitation, Spinal injection, Pain management, Chronic pain, Pain NOS"
N/A,,,
N/A,,,
"Charles J. Manak, M.D.","Internist, Palliative Care Specialist","Phoenix, AZ","Hospitalization, Palliative care"
N/A,,,
N/A,,,
N/A,,,
"Megan N. Manento, M.D.",Anesthesiologist,"Rochester, MN",
N/A,,,
N/A,,,
"Thomas F. Mangan, M.D.","Internist, Gastroenterologist","Rochester, MN",Upper endoscopy
N/A,,,
N/A,,,
N/A,,,
"Abhishek A. Mangaonkar, M.B.B.S.","Hematologist, Oncologist","Rochester, MN","Bone marrow transplant, Myeloproliferative disorders, Myelodysplastic syndromes, Leukemia, Bone marrow failure syndromes"
N/A,,,
N/A,,,
N/A,,,
"Aaron R. Mangold, M.D.",Dermatologist,"Phoenix, AZ","Lichen planus, Psoriasis, Pemphigus, Sezary syndrome, Melanoma, Squamous cell carcinoma of the skin, Granuloma annulare..., Sarcoidosis, Bullous pemphigoid, Cutaneous b-cell lymphoma, Lichen sclerosus, Necrobiosis lipoidica, Cutaneous lupus, Cutaneous t-cell lymphoma, Hidradenitis suppurativa, Dermatomyositis"
N/A,,,
N/A,,,
"Michael J. Maniaci, M.D.",Internist,"Jacksonville, FL",
N/A,,,
N/A,,,
"Mhd Louai Manini, M.D.","Pediatric Gastroenterologist, Pediatrician","Rochester, MN","Abdominal pain, Celiac disease, Inflammatory bowel disease"
N/A,,,
N/A,,,
N/A,,,
"Rekha Mankad, M.D.","Echocardiographer, Cardiologist","Rochester, MN","Coronary artery disease, Heart valve disease, Autoimmune disease, Heart disease"
N/A,,,
N/A,,,
N/A,,,
"Sunil V. Mankad, M.D.","Critical Care Specialist, Internist, Cardiologist","Rochester, MN","Intensive care, Echocardiogram, Heart valve disease, Ischemic heart disease, Heart disease"
N/A,,,
N/A,,,
N/A,,,
N/A,,,
"Dana S. Mann, M.D.","Internist, Hospitalist","Rochester, MN",
N/A,,,
N/A,,,
N/A,,,
"Dennis M. Manning, M.D.","Internist, Hospitalist, Cardiologist, Geriatrician","Rochester, MN",
N/A,,,
N/A,,,
N/A,,,
N/A,,,
N/A,,,
"Rami Manochakian, M.D.","Internist, Oncologist","Jacksonville, FL","Thymic tumor, Lung cancer, Mesothelioma"
N/A,,,
N/A,,,
N/A,,,
"Sandhya Manohar, M.B.B.S.",Nephrologist,"Jacksonville, FL",End-stage renal disease
N/A,,,
N/A,,,
"Aaron S. Mansfield, M.D.",Oncologist,"Rochester, MN","Lung cancer, Mesothelioma"
N/A,,,
N/A,,,
"Meghna P. Mansukhani, M.D.",Family Physician,"Rochester, MN","Sleep apnea, Sleep disorders"
N/A,,,
N/A,,,
"Carlos B. Mantilla, M.D., Ph.D.",Anesthesiologist,"Rochester, MN","Liver transplant, Spinal cord injury"
N/A,,,
N/A,,,
"Michael A. Mao, M.D.","Nephrologist, Internist","Jacksonville, FL","Acute kidney failure, Kidney injury"
N/A,,,
N/A,,,
N/A,,,
"Shennen A. Mao, M.D.",Transplant Surgeon,"Jacksonville, FL","Pancreas transplant, Liver transplant, Kidney transplant"
N/A,,,
N/A,,,
"Francois Marcotte, M.D.",Cardiologist,"Phoenix, AZ","Truncus arteriosus, Atrial septal defect, Ebstein anomaly, Coarctation of the aorta, Patent foramen ovale, Pulmonary at...resia, Ventricular septal defect, Partial anomalous pulmonary venous return, Double-outlet right ventricle, Tetralogy of Fallot, Patent ductus arteriosus, Bicuspid aortic valve, Pulmonary atresia with ventricular septum defect, Pulmonary valve stenosis, Congenital mitral valve anomaly, Total anomalous pulmonary venous return, Vascular ring, Hypoplastic left heart syndrome, Atrioventricular canal defect, Heart disease in pregnancy, Pulmonary atresia with intact ventricular septum, Tricuspid valve disease, Congenital heart defects in adults, Tricuspid atresia, Eisenmenger syndrome, Transposition of the great arteries"
N/A,,,
N/A,,,
"Samir Mardini, M.D.","Plastic Surgeon, Facial Plastic Surgeon","Rochester, MN","Face transplant, Facial implant surgery , Cosmetic surgery, Wound care, Flap surgery, Rhinoplasty, Facial fracture repa...ir, Blepharoplasty, Chest surgery, Facial reanimation surgery, Craniofacial implantation, Facial filler injection, Cleft lip repair, Facial reconstruction, Brow lift, Botox injection, Cleft palate repair, Muscle transfer, Craniofacial surgery , Face lift, Facial paralysis, Facial injury, Facial weakness, Facial fracture, Bell's palsy, Traumatic injury, Cleft palate, Cleft lip, Facial nerve disorder, Facial deformity, Brachial plexus injury, Klippel-Trenaunay syndrome, Orbital fracture, Craniosynostosis"
N/A,,,
N/A,,,
N/A,,,
"Andrea Mariani, M.D., M.S.",Gynecologic Oncologist,"Rochester, MN","Diagnostic laparoscopy, Sentinel node biopsy, Endometrial ablation, Vulvectomy, Diagnostic hysteroscopy, Endometriosis ...surgery, Minimally invasive hysterectomy, Pelvic exenteration, Abdominal hysterectomy, Conization, Vaginectomy, Robotic hysterectomy, Ovarian remnant removal, Fertility sparing surgery, Hysterectomy, Minimally invasive surgery, Vaginal hysterectomy, Minimally invasive surgical staging, Cervical cerclage, Ablation, Peritoneal cancer, Germ cell tumor, Vaginal cancer, Cervical cancer, Cancer during pregnancy, Vulvodynia, Adnexal tumors, Cancer, Ovarian cyst, Mediastinal teratoma, Uterine polyps, Cervical dysplasia, Vaginal agenesis, Sacrococcygeal teratoma, Fallopian tube cancer, Ovarian cancer, Ovarian remnant syndrome, Ectopic pregnancy, Endometriosis, Vulvar dysplasia, Uterine fibroid, Lower genital tract dysplasia, Endometrial cancer, Vulvar cancer"
N/A,,,
N/A,,,
"Iris (Vanessa) V. Marin Collazo, M.D.",Neurologist,"Jacksonville, FL","Neurosarcoidosis, Multiple sclerosis, Transverse myelitis, Demyelinating disease, Neuromyelitis optica"
N/A,,,
N/A,,,
"Michael J. Marino, M.D.",,"Phoenix, AZ","Transnasal endoscopic procedure, Endoscopic transnasal transsphenoidal surgery, Dacryocystorhinostomy, Endoscopic skull... base surgery, Endoscopic sinus surgery, Nasopharyngeal carcinoma, CSF leak, Esthesioneuroblastoma, CSF rhinorrhea, Jaw tumors and cysts, Nasal and paranasal tumors, Skull base tumor, Head and neck cancer, Pituitary tumor, Chronic sinusitis, Nasal polyps"
N/A,,,
"Ian T. Mark, M.D., MSM",Radiologist,"Rochester, MN",
N/A,,,
N/A,,,
"Matej Markota, M.D.",,"Rochester, MN","Bipolar disorder, Suicidal behavior, Schizophrenia, Personality disorder"
N/A,,,
"Svetomir N. Markovic, M.D., Ph.D.",Oncologist,"Rochester, MN",Melanoma
N/A,,,
N/A,,,
"Catherine A. Marks, M.D.",Radiologist,,
N/A,,,
"Christopher Marquez, M.D.",Pathologist,"Jacksonville, FL",
N/A,,,
N/A,,,
"W. Richard Marsh, M.D.",Neurosurgeon,"Rochester, MN","Chiari malformation surgery, Epilepsy surgery, Trigeminal neuralgia surgery, Intraoperative magnetic resonance imaging,... Brain tumor surgery, Hemifacial spasm surgery, Trigeminal neuralgia, Spinal cord tumor, Syringomyelia, Epilepsy, Brain tumor, Degenerative disk disease, Hemifacial spasm, Chiari malformation"
N/A,,,
N/A,,,
"Ariela L. Marshall, M.D.","Internist, Hematologist, Oncologist","Rochester, MN","Benign hematologic conditions, Arterial embolism, Venous thrombosis, von Willebrand disease, Hemophilia, Bleeding disor...der"
N/A,,,
N/A,,,
N/A,,,
N/A,,,
"Yvette N. Martin McGrew, M.D., Ph.D.",Anesthesiologist,"Rochester, MN",Pulmonary hypertension
N/A,,,
N/A,,,
"Archer K. Martin, M.D.",Anesthesiologist,"Jacksonville, FL","Transesophageal echocardiogram, Transplant, Lung disorder, Pulmonary hypertension, Heart failure"
N/A,,,
N/A,,,
"David P. Martin, M.D., Ph.D.",Anesthesiologist,"Rochester, MN",Pain management
N/A,,,
N/A,,,
"John A. Martin, M.D.",Gastroenterologist,"Rochester, MN",
N/A,,,
N/A,,,
"Felipe Martinez, M.D.",,"Phoenix, AZ",
N/A,,,
"Jorys Martinez-Jorge, M.D.",Plastic Surgeon,"Rochester, MN","Breast reduction, Rhinoplasty, Breast augmentation, Breast lift, Breast reconstruction with breast implants, Gender aff...irming surgery, Flap surgery, Laser surgery, Laser skin surgery, Reconstructive surgery, Breast surgery, Laser resurfacing, Breast reconstruction, Liposuction, Cosmetic surgery, Breast reconstruction with flap surgery"
N/A,,,
N/A,,,
"Jennifer M. Martinez-Thompson, M.D.",,"Rochester, MN","Guillain Barre syndrome, Primary lateral sclerosis"
N/A,,,
"Wayne A. Martini, Jr., M.D.",Emergency Medicine Physician,"Phoenix, AZ","Central venous catheterization, Joint injection, Trauma care, Lumbar puncture, Nail removal, Catheter removal, Gastric ...feeding tube replacement, Cast removal, Abdominal aorta ultrasound, Suture removal, Bloodborne pathogen exposure treatment, CPR, Peripheral nerve block, Arthrocentesis, Ultrasound-guided musculoskeletal injection, Fracture treatment, Trigger point injection, Wound care, Stress echocardiogram, Incentive spirometry, Cast application, Electrocardiogram, Ultrasound-guided injection, Catheter insertion, Central venous catheter removal, Incision care"
