Hospital Name,Name,Specialities,Areas of Focus
Mayo Clinic,"Paul S. Mueller, M.D.",Internist,
Mayo Clinic,"Jesse J. Muir, M.D.",Anesthesiologist,"Pain management, Pheochromocytoma, Pain"
Mayo Clinic,"Brendan J. Mulhern, M.D.",Pediatric Hospitalist,Lumbar puncture
Mayo Clinic,"Olivia (Liv) M. Muller, D.D.S.",Prosthodontist,"Fitting of prosthesis, Dental implant surgery"
Mayo Clinic,"John J. Mullon, M.D.","Critical Care Specialist, Pulmonologist","Bronchoscopy, Lung cancer, Pneumothorax"
Mayo Clinic,"Siva K. Mulpuru, M.D., M.P.H.","Cardiologist, Cardiac Electrophysiologist","Ventricular tachycardia ablation, Cardiac ablation, Heart arrhythmia, Atrial fibrillation, Ventricular tachycardia"
Mayo Clinic,"William C. Mundell, M.D.","Internist, Hospitalist, Clinical Informaticist",
Mayo Clinic,"Manpreet S. Mundi, M.D.","Internist, Endocrinologist","Bariatric surgery, Nutrition (Healthy eating), Diabetes, Malnutrition, Obesity"
Mayo Clinic,"Daniel W. Mundy, Ph.D.",Radiation Oncology Medical Physicist,
Mayo Clinic,"Thomas M. Munger, M.D.","Internist, Cardiologist, Cardiac Electrophysiologist","Endovenous thermal ablation, Implantable cardioverter-defibrillator insertion, Heart arrhythmia"
Mayo Clinic,"James R. Munis, M.D., Ph.D.",,
Mayo Clinic,"Javier L. Munoz, M.D., M.B.A.",Hematologist / Oncologist,"Immunotherapy, Intrathecal chemotherapy, Chemotherapy, Lumbar puncture, Autologous stem cell transplant, CAR t-cell the...rapy, Bone marrow biopsy and aspiration, Diffuse large b-cell lymphoma, Non-Hodgkin's lymphoma, Cutaneous t-cell lymphoma, Follicular lymphoma, Lymphoma, Cutaneous b-cell lymphoma, Hodgkin lymphoma"
Mayo Clinic,"M. Hassan Murad, M.D.","Internist, Public Health and General Preventive Medicine Specialist","Hyperbaric oxygen therapy, Preventive care"
Mayo Clinic,"Aleksandra Murawska Baptista, M.D.",Hospitalist,"Point of care ultrasound, Wound care, Ultrasound, Thoracentesis, Paracentesis, Septic shock, Heart failure, Meningitis,... Appendicitis, Atrial fibrillation, Sepsis, Diabetic ketoacidosis, Neutropenic fever, Diabetes, Cholecystitis, Septic arthritis, Pleural effusion, Stroke, Wound, Pneumonia"
Mayo Clinic,"Joseph G. Murphy, M.D.","Internist, Cardiologist","Intensive care, Heart valve disease, Acute coronary syndrome, Pulmonary hypertension"
Mayo Clinic,"Robert C. Murphy, M.D., Ph.D.",Radiologist,"PET/CT scan, SPECT scan"
Mayo Clinic,"Tyler K. Murphy, M.D.",Hospice & Palliative Medicine Specialist,"Scrambler therapy, Pain management, Palliative care, Cancer-related fatigue, Dyspnea, Cachexia, Cancer-related pain, Ch...emotherapy-induced peripheral neuropathy"
Mayo Clinic,"Andrew W. Murray, M.D.","Echocardiographer, Anesthesiologist","Mechanical circulatory support device implantation, Transesophageal echocardiogram, Heart transplant, Lung transplant"
Mayo Clinic,"Joseph A. Murray, M.D.","Internist, Gastroenterologist","Celiac disease, Achalasia"
Mayo Clinic,"Loren P. Murray, M.D.",Internist,
Mayo Clinic,"Peter M. Murray, M.D.",,"Fibula free flap, Nonunion surgery, Elbow replacement, Microvascular surgery, Brachial plexus surgery, Elbow surgery, F...ree muscle transfer, Nerve reconstruction, Elbow replacement revision, Hand surgery, Nerve compression syndrome, Broken arm, Nonunion"
Mayo Clinic,"Hemant S. Murthy, M.D.",Hematologist / Oncologist,"Immunotherapy, CAR t-cell therapy, Bone marrow transplant, Lymphoma, Myelodysplastic syndromes, Multiple myeloma, Leuke...mia"
Mayo Clinic,"Naveen S. Murthy, M.D.",Radiologist,"Pain management, Ultrasound, MRI, Back pain"
Mayo Clinic,"Dawn M. Mussallem, D.O.",,"Cancer survivorship program, Integrative medicine, Breast cancer"
Mayo Clinic,"Rafid Mustafa, M.D.",Neurologist,"Meningitis, Guillain Barre syndrome, Epilepsy, Autoimmune encephalopathy, Brain tumor, Parkinson's disease, Stroke, Ant...iphospholipid syndrome, Multiple sclerosis, Neuromyelitis optica, Myelopathy, Neurosarcoidosis, Lymphoma, Seizure , Transverse myelitis, Myasthenia gravis, Encephalitis, Vasculitis, Dementia, Paraneoplastic syndromes of the nervous system"
Mayo Clinic,"Kalpana Muthusamy, M.B.B.S., M.D.",Endocrinologist,"Diabetes, Obesity"
Mayo Clinic,"Karthik Muthusamy, M.B.B.S.",Medical Geneticist,Skin biopsy
Mayo Clinic,"Robert W. Mutter, M.D.",Radiation Oncologist,"Radiation therapy for breast cancer, Proton therapy, Brachytherapy, Intensity-modulated radiation therapy, Breast cancer"
Mayo Clinic,"Iryna M. Muzyka, M.D.",,
Mayo Clinic,"Elena Myasoedova, M.D., Ph.D.",Rheumatologist,"Joint injection, Psoriatic arthritis, Inflammatory arthritis, Arthritis, Rheumatoid arthritis, Ankylosing spondylitis, ...Gout"
Mayo Clinic,"Lance A. Mynderse, M.D.",Urologist,"Brachytherapy, Cryotherapy for prostate cancer, Infertility, Benign prostatic hyperplasia, Prostate cancer, Sexual dysf...unction"
Mayo Clinic,"Mioki R. Myszkowski, M.D.",,
Mayo Clinic,"Elie Naddaf, M.D.",Neurologist,"Electromyography, Primary lateral sclerosis, Guillain Barre syndrome, Neuropathy, Motor neuron disease, Muscular dystro...phy, Amyotrophic lateral sclerosis, Neuromuscular disorder, Myasthenia gravis, Peripheral neuropathy, Myositis"
Mayo Clinic,"Vinayak Nagaraja, M.B.B.S.",Interventional Cardiologist,"Coronary physiology assessment, Coronary artery stenting, Coronary angiogram, Coronary artery disease, Peripheral arter...y disease"
Mayo Clinic,"Vivek Nagaraja, M.B.B.S., M.D.",Rheumatologist,"Nailfold videocapillaroscopy, Arthrocentesis, Interstitial lung disease, Scleroderma, Rheumatoid arthritis"
Mayo Clinic,"Sandhya R. Nagarakanti, M.B.B.S., M.D.",Infectious Disease Specialist,"Infection in the immunocompromised, Transplant-associated infection, Travel-related infectious disease, Infection, HIV/...AIDS, General infectious diseases"
Mayo Clinic,"Alex A. Nagelschneider, M.D.",,
Mayo Clinic,"Sailendra G. Naidu, M.D.",Radiologist,"Chemoembolization, Transjugular intrahepatic portosystemic shunt, Jejunostomy, Gastrostomy, Uterine artery embolization..., Uterine fibroid, Liver cancer, Peripheral artery disease"
Mayo Clinic,"K Sreekumaran Nair, M.D., Ph.D.","Endocrinologist, Family Physician",Diabetes
Mayo Clinic,"Sumi S. Nair, M.B.B.S., M.D.","Nephrologist, Internist",
Mayo Clinic,"Raouf E. Nakhleh, M.D.",Pathologist,"Transplant, Liver problems"
Mayo Clinic,"Sanjeev Nanda, M.D.",Internist,"Preventive care, Integrative medicine, Stress management, Dyslipidemia, Gastroesophageal reflux disease, Diabetes, Fibr...omyalgia, High blood pressure, Obesity"
Mayo Clinic,"Tasneem Z. Naqvi, M.B.B.S., M.D.","Internist, Cardiologist, Echocardiographer","Transesophageal echocardiogram, Echocardiogram, Echo guided dual chamber pacemaker optimization, Transthoracic echocard...iogram, Echo guided biventricular pacemaker optimization, Heart failure, Arteriosclerosis/atherosclerosis, Heart disease"
Mayo Clinic,"Julian Naranjo, D.O.",Anesthesiologist,
Mayo Clinic,"Bradly J. Narr, M.D.","Internist, Anesthesiologist",Intensive care
Mayo Clinic,"Tathagat Narula, M.B.B.S., M.D.","Critical Care Specialist, Transplant Pulmonologist","Pre-transplant evaluation, Post-transplant long-term care, Bronchoscopy, Lung transplant, Cystic fibrosis, Pulmonary fi...brosis, Hepatopulmonary syndrome, Advanced lung disease, Interstitial lung disease, Pulmonary valve disease, COPD, Pulmonary hypertension"
Mayo Clinic,"David L. Nash, M.D.",Pediatric Physiatrist,"Cerebral palsy, Muscular dystrophy, Spina bifida, Myelomeningocele"
Mayo Clinic,"Deena M. Nasr, D.O.",Neurologist,"Telestroke, Vascular malformation, Cerebral amyloid angiopathy, Spinal cord infarction, Ischemic stroke, Central nervou...s system vascular malformations, Brain aneurysm, Moyamoya disease, Carotid artery disease, Intracerebral hemorrhage, Subarachnoid hemorrhage"
Mayo Clinic,"Samih H. Nasr, M.D.",Pathologist,Glomerulonephritis
Mayo Clinic,"Aziza Nassar, M.D., M.P.H.",Pathologist,
Mayo Clinic,"Ahmad Nassr, M.D.",Orthopedic Surgeon,"Spine procedure, Cervical disk replacement, Diskectomy, Spinal stabilization surgery, Foraminotomy, Spinal fusion, Robo...tic spine surgery, Spinal deformity correction surgery, Spine decompression, Minimally invasive surgery, Spine reconstruction, Laminectomy, Spondylolisthesis surgery, Scoliosis surgery, Spine tumor surgery, Laminoplasty, Lumbar radiculopathy, Lumbar herniated disk, Degenerative disk disease, Ossification of the posterior longitudinal ligament, Spinal compression fracture, Spondylolisthesis, Spine deformity, Spondylolysis, Sciatica, Thoracic myelopathy, Scoliosis, Cervical radiculopathy, Cervical spondylotic myelopathy, Charcot foot, Herniated disk, Cauda equina syndrome, Cervical herniated disk, Cervical myelopathy, Thoracic herniated disk, Cervical spine deformity, Spinal stenosis, Cervical spondylolisthesis, Spinal fracture, Nonunion, Pseudarthrosis, Cervical spondylosis, Spondylotic myelopathy, Lumbar spondylosis, Spinal metastasis"
Mayo Clinic,"Karl A. Nath, M.D.","Nephrologist, Internist","Pancreas transplant, Kidney transplant, End-stage renal disease, Chronic kidney disease, Acute kidney failure"
Mayo Clinic,"Mark A. Nathan, M.D.","Radiologist, Nuclear Medicine Specialist",
Mayo Clinic,"Jose N. Nativi Nicolau, M.D.",Transplant Cardiologist,"Right heart catheterization, Heart transplant, Mechanical circulatory support device implantation, Heart biopsy, Post-t...ransplant long-term care, Pre-transplant evaluation, Coronary angiogram, Congenital heart defects in adults, Cardiogenic shock, Amyloidosis, Myocarditis, Sarcoidosis, Heart transplant complication, Heart failure, Cardiac amyloidosis, Cardiomyopathy"
Mayo Clinic,"Neena Natt, M.D.",Endocrinologist,"Pheochromocytoma, Benign adrenal tumor"
Mayo Clinic,"Cherie B. Nau, O.D.",,"Contact lens fitting, Cornea problems, Nearsightedness, Keratoconus"
Mayo Clinic,"Patrick J. Navin, M.B., B.Ch., B.A.O.","Radiologist, Nuclear Medicine Specialist","PET/CT scan, Radiopharmaceutical therapy, MRI, SPECT scan, PET/MRI scan, CT scan, Neuroendocrine tumor, Thyroid cancer,... Prostate cancer"
Mayo Clinic,"Michelle A. Neben Wittich, M.D.","Internist, Radiation Oncologist","Radiation therapy, Proton therapy, Intensity-modulated radiation therapy, Traumatic brain injury, Head and neck cancer,... Skin cancer"
Mayo Clinic,"Brian A. Neff, M.D.",Otolaryngologist,"Cochlear implant procedure, Facial paralysis, Otosclerosis, Acoustic neuroma, Meningioma, Middle ear infection"
Mayo Clinic,"Avinash K. Nehra, M.D.",,
Mayo Clinic,"Vandana Nehra, M.D.",Gastroenterologist,"Nutrition (Healthy eating), Gastrointestinal disorder"
Mayo Clinic,"Newton B. Neidert, M.D.",Radiologist,
Mayo Clinic,"Melissa J. Neisen, M.D.",Radiologist,"Catheter insertion, Chest tube placement, Dialysis, Gastrostomy, Uterine artery embolization, Varicose vein, Deep vein ...thrombosis, Venous insufficiency, Arterial embolism, Peripheral artery disease"
Mayo Clinic,"Chad R. Nelson, M.D.",Internist,"Intensive care, Hospitalization"
Mayo Clinic,"Darlene R. Nelson, M.D., M.H.P.E.",Pulmonologist,"Bronchoscopy, Thoracentesis, Therapeutic bronchoscopy, Pleural disease, Pneumothorax, Pleural effusion, Lung cancer, Lu...ng nodule, Lung mass, COPD"
Mayo Clinic,"Kevin L. Nelson, Ph.D.",,
Mayo Clinic,"Megan H. Nelson, M.D.",,
Mayo Clinic,"Steven A. Nelson, M.D.","Dermatologist, Dermatopathologist",Infectious disease
Mayo Clinic,"Timothy J. Nelson, M.D., Ph.D.",Internist,"Congenital heart disease, Heart disease"
Mayo Clinic,"Michael E. Nemergut, M.D., Ph.D.","Pediatric Critical Care Specialist, Anesthesiologist, Pediatrician",Intensive care
Mayo Clinic,"David M. Nestler, M.D., M.S.",Emergency Medicine Physician,"Emergency care, Heart disease"
Mayo Clinic,"Victor N. Nettey, M.B., Ch.B., M.P.H.",Psychiatrist,"Mood disorder, Mental disorder due to a general medical condition, Anxiety disorder, Drug addiction, Psychotic disorder..., Alcohol use disorder"
Mayo Clinic,"Richard D. Newcomb, M.D., M.P.H.",Occupational Medicine Specialist,Depression
Mayo Clinic,"Karen L. Newcomer, M.D.","Physiatrist, Sports Medicine Specialist","Musculoskeletal exam, Sport specific rehabilitation, Arthritis rehabilitation, Exercise therapy, Rehabilitation therapy..., Outpatient clinical consultation, Back pain management, Physical examination, Joint examination, Discogenic back pain, Torn meniscus, Biceps tendinitis, Cervical radiculopathy, Sacroiliitis, Swollen knee, Hip tendinitis, ACL injury, Hip labral tear, Knee pain, Frozen shoulder, Patellofemoral instability, Arthropathy, Rotator cuff tear, Calcific tendinitis, Cervical spondylolisthesis, Achilles tendinitis, Cartilage injury, Tendinopathy, Muscle atrophy, Patellar tendon tear, Knee arthritis, Rotator cuff tendinitis, Sprain, Osteopenia, Shoulder arthritis, Shoulder subluxation, Tennis elbow, Joint hypermobility, Cervical spinal stenosis, Ruptured disk, Rotator cuff tear arthropathy, Little Leaguer's elbow, Knee loose body, Rotator cuff injury, Separated shoulder, Sclerosis, Sacroiliac joint dysfunction, Lumbar herniated disk, Shoulder impingement syndrome, Golfer's elbow, Lumbar spinal stenosis, Patellar tendinitis, Cervical myelopathy, Medial collateral ligament sprain, Axial spondyloarthritis, Sports injury, Cervical spondylosis, Strain, Lumbar pain, Osteoarthritis, Lumbar radiculopathy, Tendon pain, Spondylolysis, Cervical herniated disk, Tendinitis, Arthritis, Lumbar spondylosis, Sacroiliac pain syndromes, Muscle weakness, Kneecap subluxation, Neck pain, Kyphosis, Knee bursitis, Bursitis, Back pain, Hip tendon tear, Shoulder instability, Cervical spondylotic myelopathy, Stenosis, Baker's cyst, Lateral collateral ligament sprain, Spondylolisthesis, Osteoporosis, Myopathy, Sprained ankle, Tendinosis, Myelopathy"
Mayo Clinic,"Darrell B. Newman, M.D.","Internist, Cardiologist",
Mayo Clinic,"James (Jamie) S. Newman, M.D., M.H.A.","Internist, Hospitalist, Geriatrician",
Mayo Clinic,"Lauren K. Ng, M.D.","Internist, Neurologist","Ultrasound, Intracerebral hemorrhage, Brain death"
Mayo Clinic,"Aivi Nguyen, M.D.",Pathologist,Neurodegeneration
Mayo Clinic,"Ba D. Nguyen, M.D.",Radiologist,"MRI, Ultrasound, Nuclear medicine scan, Positron emission tomography scan, Nuclear stress test, CT scan, Melanoma, Brea...st cancer, Hyperparathyroidism"
Mayo Clinic,"Christine Q. Nguyen, D.O.",,
Mayo Clinic,"Cuong C. Nguyen, M.D.",Gastroenterologist,"ERCP, Endoscopic ultrasound, Upper endoscopy, Gastroesophageal reflux disease"
Mayo Clinic,"Duy T. Nguyen, M.D.",,
Mayo Clinic,"Justin H. Nguyen, M.D.",General Surgeon,"Liver transplant, Liver problems"
Mayo Clinic,"Michelle C. Nguyen, M.D.",Transplant Surgeon,"Living donor kidney transplant, Pancreas transplant, Liver transplant, Kidney transplant, Robotic surgery"
Mayo Clinic,"Talha Niaz, M.B.B.S.","Pediatric Cardiologist, Echocardiographer","Genetic testing, Echocardiogram, Fetal echocardiogram, Congenital heart defects in children, Fetal heart disease, Noona...n syndrome, Arterial tortuosity syndrome, Turner syndrome, Genetic disorder, Kabuki syndrome, Loeys-Dietz syndrome, Arterial aneurysm, Williams syndrome, Aortic dissection, Holt-Oram syndrome, Marfan syndrome, Myhre syndrome, Thoracic aortic dissection, Vascular Ehlers-Danlos syndrome, Arteritis, Microdeletion syndromes, Microduplication syndromes, Chromosomal disorders, Cardiomyopathy, DiGeorge syndrome, Bicuspid aortic valve, Alagille syndrome, Aortic aneurysm, Cutis laxa, Elastin arteriopathy, Thoracic aortic aneurysm"
Mayo Clinic,"Shehzad K. Niazi, M.D.","Psychiatrist, Internist",
Mayo Clinic,"Douglas A. Nichols, M.D.",Radiologist,"Endovascular treatment, Carotid angioplasty and stenting, CT scan, Brain AVM, Brain tumor, Brain aneurysm"
Mayo Clinic,"Francis C. Nichols, III, M.D.","Cardiothoracic Surgeon, General Surgeon",
Mayo Clinic,"Wayne (Nick) T. Nicholson, M.D., Pharm.D.",Pharmacologist,
Mayo Clinic,"Katherine C. Nickels, M.D.",Neurologist,"Frontal lobe seizure, Seizure , Febrile seizure, Epilepsy, Grand mal seizure, Absence seizure"
Mayo Clinic,"Adam D. Niesen, M.D.",Anesthesiologist,Pain management
Mayo Clinic,"Sindhuja (Sindhu) R. Nimma, M.D.",,
Mayo Clinic,"Zhiyv (Neal) Niu, Ph.D.",Clinical Molecular Geneticist,Genetic disorder
Mayo Clinic,"Alexander S. Niven, M.D.","Critical Care Specialist, Internist, Pulmonologist",Shortness of breath
Mayo Clinic,"Kenneth G. Nix, M.D.",,
Mayo Clinic,"Catherine W. Njathi-Ori, M.D.",,
Mayo Clinic,"Jane W. Njeru, M.B., Ch.B.",Internist,
Mayo Clinic,"Vuyisile T. Nkomo, M.D., M.P.H.",Cardiologist,"Echocardiogram, Heart valve disease"
Mayo Clinic,"Katherine H. Noe, M.D., Ph.D.",Neurologist,"Epilepsy surgery, Seizure , Epilepsy"
Mayo Clinic,"Pierre Noel, M.D.","Hematologist, Internist","Bone marrow transplant, Allogeneic stem cell transplant, Autologous stem cell transplant, Myelodysplastic syndromes, Sy...stemic mastocytosis, Bleeding disorder, Congenital blood clotting disorder, Hypereosinophilic syndrome, Myeloproliferative disorders"
Mayo Clinic,"Shelley S. Noland, M.D.","Plastic Surgeon, Hand Surgeon","Traumatic injury, Osteoarthritis, Peripheral nerve injury, Dupuytren's contracture, Schwannomatosis, Peripheral nerve t...umor, Brachial plexus injury, Neurofibromatosis"
Mayo Clinic,"Stephen F. Noll, M.D.",,"Rehabilitation therapy, Myelopathy"
Mayo Clinic,"Hannah C. Nordhues, M.D.",Internist,"Vulvodynia, Female sexual dysfunction, Perimenopause, Menopause, Painful intercourse, Low sex drive in women, Vaginal a...trophy"
Mayo Clinic,"Frederick North, M.D.",Internist,
Mayo Clinic,"Donald W. Northfelt, M.D.","Internist, Oncologist","Lymphoma, Breast cancer, Colon cancer, Congenital blood clotting disorder, Rhabdomyosarcoma, Rectal cancer, Sarcoma"
Mayo Clinic,"Peter A. Noseworthy, M.D., M.B.A.","Cardiologist, Cardiac Electrophysiologist","Ventricular tachycardia ablation, Ablation, Cryotherapy, Ventricular arrhythmia, Atrial fibrillation, Ventricular tachy...cardia"
Mayo Clinic,"Eric W. Nottmeier, M.D.",Neurosurgeon,"Spinal cord stimulator insertion, Pseudoarthrosis procedure, Revision spinal surgery, Diskectomy, Minimally invasive su...rgery, Laminectomy, Spinal fusion, Foraminotomy, Degenerative scoliosis, Lumbar radiculopathy, Discogenic back pain, Cervical myelopathy, Failed back syndrome, Pseudarthrosis, Kyphosis, Cervical spondylosis, Lumbar spinal stenosis, Cervical kyphosis, Scoliosis, Degenerative disk disease"
